gene,geneLabel,ensemble_symbol,protein,proteinLabel
http://www.wikidata.org/entity/Q18026283,GNL1,ENSG00000235986,http://www.wikidata.org/entity/Q21103237,G protein nucleolar 1 (putative)
http://www.wikidata.org/entity/Q18026879,CFHR1,ENSG00000244414,http://www.wikidata.org/entity/Q21103074,Complement factor H related 1
http://www.wikidata.org/entity/Q18026941,HLA-DPB1,ENSG00000229295,http://www.wikidata.org/entity/Q21102659,"Major histocompatibility complex, class II, DP beta 1"
http://www.wikidata.org/entity/Q18026941,HLA-DPB1,ENSG00000230708,http://www.wikidata.org/entity/Q21102659,"Major histocompatibility complex, class II, DP beta 1"
http://www.wikidata.org/entity/Q18026941,HLA-DPB1,ENSG00000230763,http://www.wikidata.org/entity/Q21102659,"Major histocompatibility complex, class II, DP beta 1"
http://www.wikidata.org/entity/Q18026941,HLA-DPB1,ENSG00000236693,http://www.wikidata.org/entity/Q21102659,"Major histocompatibility complex, class II, DP beta 1"
http://www.wikidata.org/entity/Q18026941,HLA-DPB1,ENSG00000237710,http://www.wikidata.org/entity/Q21102659,"Major histocompatibility complex, class II, DP beta 1"
http://www.wikidata.org/entity/Q18026947,HLA-DQA1,ENSG00000232062,http://www.wikidata.org/entity/Q21117990,"Major histocompatibility complex, class II, DQ alpha 1"
http://www.wikidata.org/entity/Q18026947,HLA-DQA1,ENSG00000236418,http://www.wikidata.org/entity/Q21117990,"Major histocompatibility complex, class II, DQ alpha 1"
http://www.wikidata.org/entity/Q18026980,HLA-F,ENSG00000229698,http://www.wikidata.org/entity/Q21120619,"Major histocompatibility complex, class I, F"
http://www.wikidata.org/entity/Q18026980,HLA-F,ENSG00000234487,http://www.wikidata.org/entity/Q21120619,"Major histocompatibility complex, class I, F"
http://www.wikidata.org/entity/Q18026980,HLA-F,ENSG00000235220,http://www.wikidata.org/entity/Q21120619,"Major histocompatibility complex, class I, F"
http://www.wikidata.org/entity/Q18026980,HLA-F,ENSG00000237508,http://www.wikidata.org/entity/Q21120619,"Major histocompatibility complex, class I, F"
http://www.wikidata.org/entity/Q18026980,HLA-F,ENSG00000229698,http://www.wikidata.org/entity/Q21143512,"HLA class I histocompatibility antigen, alpha chain F"
http://www.wikidata.org/entity/Q18026980,HLA-F,ENSG00000234487,http://www.wikidata.org/entity/Q21143512,"HLA class I histocompatibility antigen, alpha chain F"
http://www.wikidata.org/entity/Q18026980,HLA-F,ENSG00000235220,http://www.wikidata.org/entity/Q21143512,"HLA class I histocompatibility antigen, alpha chain F"
http://www.wikidata.org/entity/Q18026980,HLA-F,ENSG00000237508,http://www.wikidata.org/entity/Q21143512,"HLA class I histocompatibility antigen, alpha chain F"
http://www.wikidata.org/entity/Q18027956,INSL3,ENSG00000248099,http://www.wikidata.org/entity/Q21155113,Insulin like 3
http://www.wikidata.org/entity/Q18030326,P2RY11,ENSG00000244165,http://www.wikidata.org/entity/Q21121815,Purinergic receptor P2Y11
http://www.wikidata.org/entity/Q18030374,PCDHGC3,ENSG00000240184,http://www.wikidata.org/entity/Q21121095,"Protocadherin gamma subfamily C, 3"
http://www.wikidata.org/entity/Q18030744,PRB4,ENSG00000230657,http://www.wikidata.org/entity/Q21134187,Basic salivary proline-rich protein 4
http://www.wikidata.org/entity/Q18031266,RPL41,ENSG00000229117,http://www.wikidata.org/entity/Q4641662,Ribosomal protein L41
http://www.wikidata.org/entity/Q18031320,RPS28,ENSG00000233927,http://www.wikidata.org/entity/Q21113935,Ribosomal protein S28
http://www.wikidata.org/entity/Q18031877,TCF19,ENSG00000233890,http://www.wikidata.org/entity/Q21133091,Transcription factor 19
http://www.wikidata.org/entity/Q18031877,TCF19,ENSG00000234674,http://www.wikidata.org/entity/Q21133091,Transcription factor 19
http://www.wikidata.org/entity/Q18032037,TNF,ENSG00000230108,http://www.wikidata.org/entity/Q21173843,Tumor necrosis factor
http://www.wikidata.org/entity/Q18032037,TNF,ENSG00000232810,http://www.wikidata.org/entity/Q21173843,Tumor necrosis factor
http://www.wikidata.org/entity/Q18032664,BAG6,ENSG00000229524,http://www.wikidata.org/entity/Q21115436,BAG cochaperone 6
http://www.wikidata.org/entity/Q18032664,BAG6,ENSG00000233348,http://www.wikidata.org/entity/Q21115436,BAG cochaperone 6
http://www.wikidata.org/entity/Q18032664,BAG6,ENSG00000234651,http://www.wikidata.org/entity/Q21115436,BAG cochaperone 6
http://www.wikidata.org/entity/Q18032666,DDX39B,ENSG00000229496,http://www.wikidata.org/entity/Q21102336,DExD-box helicase 39B
http://www.wikidata.org/entity/Q18032666,DDX39B,ENSG00000230624,http://www.wikidata.org/entity/Q21102336,DExD-box helicase 39B
http://www.wikidata.org/entity/Q18032666,DDX39B,ENSG00000235439,http://www.wikidata.org/entity/Q21102336,DExD-box helicase 39B
http://www.wikidata.org/entity/Q18032666,DDX39B,ENSG00000237889,http://www.wikidata.org/entity/Q21102336,DExD-box helicase 39B
http://www.wikidata.org/entity/Q18032666,DDX39B,ENSG00000229496,http://www.wikidata.org/entity/Q21136965,Spliceosome RNA helicase DDX39B
http://www.wikidata.org/entity/Q18032666,DDX39B,ENSG00000230624,http://www.wikidata.org/entity/Q21136965,Spliceosome RNA helicase DDX39B
http://www.wikidata.org/entity/Q18032666,DDX39B,ENSG00000235439,http://www.wikidata.org/entity/Q21136965,Spliceosome RNA helicase DDX39B
http://www.wikidata.org/entity/Q18032666,DDX39B,ENSG00000237889,http://www.wikidata.org/entity/Q21136965,Spliceosome RNA helicase DDX39B
http://www.wikidata.org/entity/Q18032672,OR2H2,ENSG00000229185,http://www.wikidata.org/entity/Q21120319,Olfactory receptor family 2 subfamily H member 2
http://www.wikidata.org/entity/Q18032672,OR2H2,ENSG00000229680,http://www.wikidata.org/entity/Q21120319,Olfactory receptor family 2 subfamily H member 2
http://www.wikidata.org/entity/Q18032675,LST1,ENSG00000230791,http://www.wikidata.org/entity/Q21119366,Leukocyte specific transcript 1
http://www.wikidata.org/entity/Q18032675,LST1,ENSG00000231048,http://www.wikidata.org/entity/Q21119366,Leukocyte specific transcript 1
http://www.wikidata.org/entity/Q18032675,LST1,ENSG00000234514,http://www.wikidata.org/entity/Q21119366,Leukocyte specific transcript 1
http://www.wikidata.org/entity/Q18032675,LST1,ENSG00000235915,http://www.wikidata.org/entity/Q21119366,Leukocyte specific transcript 1
http://www.wikidata.org/entity/Q18032675,LST1,ENSG00000230791,http://www.wikidata.org/entity/Q21142020,Leukocyte-specific transcript 1 protein
http://www.wikidata.org/entity/Q18032675,LST1,ENSG00000231048,http://www.wikidata.org/entity/Q21142020,Leukocyte-specific transcript 1 protein
http://www.wikidata.org/entity/Q18032675,LST1,ENSG00000234514,http://www.wikidata.org/entity/Q21142020,Leukocyte-specific transcript 1 protein
http://www.wikidata.org/entity/Q18032675,LST1,ENSG00000235915,http://www.wikidata.org/entity/Q21142020,Leukocyte-specific transcript 1 protein
http://www.wikidata.org/entity/Q18033126,TMEFF1,ENSG00000241697,http://www.wikidata.org/entity/Q21125322,MSANTD3-TMEFF1 readthrough
http://www.wikidata.org/entity/Q18035296,KLHL41,ENSG00000239474,http://www.wikidata.org/entity/Q21118591,Kelch like family member 41
http://www.wikidata.org/entity/Q18037237,ANP32C,ENSG00000248546,http://www.wikidata.org/entity/Q21109411,Acidic nuclear phosphoprotein 32 family member C
http://www.wikidata.org/entity/Q18037282,DDAH2,ENSG00000233076,http://www.wikidata.org/entity/Q21110856,Dimethylarginine dimethylaminohydrolase 2
http://www.wikidata.org/entity/Q18037745,ZNF345,ENSG00000251247,http://www.wikidata.org/entity/Q21136844,Zinc finger protein 345
http://www.wikidata.org/entity/Q18037745,ZNF345,ENSG00000251247,http://www.wikidata.org/entity/Q21150266,Zinc finger protein 345
http://www.wikidata.org/entity/Q18038283,OR12D2,ENSG00000233481,http://www.wikidata.org/entity/Q21120185,Olfactory receptor family 12 subfamily D member 2
http://www.wikidata.org/entity/Q18038283,OR12D2,ENSG00000235966,http://www.wikidata.org/entity/Q21120185,Olfactory receptor family 12 subfamily D member 2
http://www.wikidata.org/entity/Q18038354,OR2W1,ENSG00000229328,http://www.wikidata.org/entity/Q21120387,Olfactory receptor family 2 subfamily W member 1
http://www.wikidata.org/entity/Q18038354,OR2W1,ENSG00000234101,http://www.wikidata.org/entity/Q21120387,Olfactory receptor family 2 subfamily W member 1
http://www.wikidata.org/entity/Q18040739,PPIL3,ENSG00000240344,http://www.wikidata.org/entity/Q21115559,Peptidylprolyl isomerase like 3
http://www.wikidata.org/entity/Q18041509,MRPL20,ENSG00000242485,http://www.wikidata.org/entity/Q21134220,Mitochondrial ribosomal protein L20
http://www.wikidata.org/entity/Q18042288,PCDHA10,ENSG00000250120,http://www.wikidata.org/entity/Q21121137,Protocadherin alpha 10
http://www.wikidata.org/entity/Q18043141,MICAL3,ENSG00000243156,http://www.wikidata.org/entity/Q21118750,"Microtubule associated monooxygenase, calponin and LIM domain containing 3"
http://www.wikidata.org/entity/Q18043141,MICAL3,ENSG00000243156,http://www.wikidata.org/entity/Q21138707,Protein-methionine sulfoxide oxidase MICAL3
http://www.wikidata.org/entity/Q18044256,ZNF492,ENSG00000229676,http://www.wikidata.org/entity/Q21174341,Zinc finger protein 492
http://www.wikidata.org/entity/Q18044693,C6orf47,ENSG00000235360,http://www.wikidata.org/entity/Q21111922,Chromosome 6 open reading frame 47
http://www.wikidata.org/entity/Q18046685,PLEKHO2,ENSG00000241839,http://www.wikidata.org/entity/Q21122011,Pleckstrin homology domain containing O2
http://www.wikidata.org/entity/Q18046753,VWA7,ENSG00000230048,http://www.wikidata.org/entity/Q21125769,Von Willebrand factor A domain containing 7
http://www.wikidata.org/entity/Q18046753,VWA7,ENSG00000234433,http://www.wikidata.org/entity/Q21125769,Von Willebrand factor A domain containing 7
http://www.wikidata.org/entity/Q18046753,VWA7,ENSG00000238203,http://www.wikidata.org/entity/Q21125769,Von Willebrand factor A domain containing 7
http://www.wikidata.org/entity/Q18047374,TEX35,ENSG00000240021,http://www.wikidata.org/entity/Q21147281,Protein TEX35
http://www.wikidata.org/entity/Q18047374,TEX35,ENSG00000240021,http://www.wikidata.org/entity/Q21438274,Testis expressed 35
http://www.wikidata.org/entity/Q18048273,ATP6V1E2,ENSG00000250565,http://www.wikidata.org/entity/Q21102396,ATPase H+ transporting V1 subunit E2
http://www.wikidata.org/entity/Q18050503,POU5F2,ENSG00000248483,http://www.wikidata.org/entity/Q21126851,"POU domain class 5, transcription factor 2"
http://www.wikidata.org/entity/Q18050803,TCP10L,ENSG00000242220,http://www.wikidata.org/entity/Q21481001,Putative uncharacterized protein encoded by LINC00846
http://www.wikidata.org/entity/Q18050803,TCP10L,ENSG00000242220,http://www.wikidata.org/entity/Q22683584,T-complex 10 like
http://www.wikidata.org/entity/Q18051022,WFDC6,ENSG00000243543,http://www.wikidata.org/entity/Q21136686,WAP four-disulfide core domain 6
http://www.wikidata.org/entity/Q18051890,CFAP57,ENSG00000243710,http://www.wikidata.org/entity/Q21100691,Cilia and flagella associated protein 57
http://www.wikidata.org/entity/Q18051890,CFAP57,ENSG00000243710,http://www.wikidata.org/entity/Q21142450,Cilia- and flagella-associated protein 57
http://www.wikidata.org/entity/Q18052396,SPAAR,ENSG00000235387,http://www.wikidata.org/entity/Q30016684,Small regulatory polypeptide of amino acid response
http://www.wikidata.org/entity/Q18052549,ZNF709,ENSG00000242852,http://www.wikidata.org/entity/Q21174111,Zinc finger protein 709
http://www.wikidata.org/entity/Q18052964,PSORS1C2,ENSG00000232127,http://www.wikidata.org/entity/Q21123335,Psoriasis susceptibility 1 candidate 2
http://www.wikidata.org/entity/Q18052964,PSORS1C2,ENSG00000234605,http://www.wikidata.org/entity/Q21123335,Psoriasis susceptibility 1 candidate 2
http://www.wikidata.org/entity/Q18053024,PGAM5,ENSG00000247077,http://www.wikidata.org/entity/Q21121880,"PGAM family member 5, mitochondrial serine/threonine protein phosphatase"
http://www.wikidata.org/entity/Q18053096,PATL2,ENSG00000229474,http://www.wikidata.org/entity/Q21120390,PAT1 homolog 2
http://www.wikidata.org/entity/Q18053615,DEFB130A,ENSG00000232948,http://www.wikidata.org/entity/Q21978995,Defensin beta 130A
http://www.wikidata.org/entity/Q18053898,NCR3,ENSG00000236315,http://www.wikidata.org/entity/Q21173751,Natural cytotoxicity triggering receptor 3
http://www.wikidata.org/entity/Q18053898,NCR3,ENSG00000236979,http://www.wikidata.org/entity/Q21173751,Natural cytotoxicity triggering receptor 3
http://www.wikidata.org/entity/Q18053898,NCR3,ENSG00000237103,http://www.wikidata.org/entity/Q21173751,Natural cytotoxicity triggering receptor 3
http://www.wikidata.org/entity/Q18053898,NCR3,ENSG00000237808,http://www.wikidata.org/entity/Q21173751,Natural cytotoxicity triggering receptor 3
http://www.wikidata.org/entity/Q18053910,TAS2R39,ENSG00000236398,http://www.wikidata.org/entity/Q21135770,Taste 2 receptor member 39
http://www.wikidata.org/entity/Q18054202,TERB1,ENSG00000249961,http://www.wikidata.org/entity/Q21127388,Telomere repeat binding bouquet formation protein 1
http://www.wikidata.org/entity/Q18055157,KRTAP19-3,ENSG00000244025,http://www.wikidata.org/entity/Q21120719,Keratin associated protein 19-3
http://www.wikidata.org/entity/Q18055163,KRTAP19-7,ENSG00000244362,http://www.wikidata.org/entity/Q21110831,Keratin associated protein 19-7
http://www.wikidata.org/entity/Q18055636,MCIDAS,ENSG00000234602,http://www.wikidata.org/entity/Q21108650,Multiciliate differentiation and DNA synthesis associated cell cycle protein
http://www.wikidata.org/entity/Q18055764,ARPIN,ENSG00000242498,http://www.wikidata.org/entity/Q22680131,Actin related protein 2/3 complex inhibitor
http://www.wikidata.org/entity/Q18055895,TICAM2,ENSG00000243414,http://www.wikidata.org/entity/Q21127354,Toll like receptor adaptor molecule 2
http://www.wikidata.org/entity/Q18056533,SMIM1,ENSG00000235169,http://www.wikidata.org/entity/Q21175101,Small integral membrane protein 1 (Vel blood group)
http://www.wikidata.org/entity/Q18026212,GNA11,ENSG00000088256,http://www.wikidata.org/entity/Q21106179,G protein subunit alpha 11
http://www.wikidata.org/entity/Q18026212,GNA11,ENSG00000088256,http://www.wikidata.org/entity/Q21140747,Guanine nucleotide-binding protein subunit alpha-11
http://www.wikidata.org/entity/Q18027317,HSD17B2,ENSG00000086696,http://www.wikidata.org/entity/Q21117482,Hydroxysteroid 17-beta dehydrogenase 2
http://www.wikidata.org/entity/Q18027830,IL4R,ENSG00000077238,http://www.wikidata.org/entity/Q21116060,Interleukin 4 receptor
http://www.wikidata.org/entity/Q18027830,IL4R,ENSG00000077238,http://www.wikidata.org/entity/Q21151473,Interleukin-4 receptor subunit alpha
http://www.wikidata.org/entity/Q18027942,INPP5A,ENSG00000068383,http://www.wikidata.org/entity/Q21103386,Inositol polyphosphate-5-phosphatase A
http://www.wikidata.org/entity/Q18027942,INPP5A,ENSG00000068383,http://www.wikidata.org/entity/Q21140420,"Type I inositol 1,4,5-trisphosphate 5-phosphatase"
http://www.wikidata.org/entity/Q18028041,ITGB5,ENSG00000082781,http://www.wikidata.org/entity/Q21097233,Integrin subunit beta 5
http://www.wikidata.org/entity/Q18028209,KCNK2,ENSG00000082482,http://www.wikidata.org/entity/Q21119820,Potassium two pore domain channel subfamily K member 2
http://www.wikidata.org/entity/Q18028252,KIF2A,ENSG00000068796,http://www.wikidata.org/entity/Q21106011,Kinesin family member 2A
http://www.wikidata.org/entity/Q18028667,LRP6,ENSG00000070018,http://www.wikidata.org/entity/Q21132095,LDL receptor related protein 6
http://www.wikidata.org/entity/Q18029008,MEF2C,ENSG00000081189,http://www.wikidata.org/entity/Q21118717,Myocyte enhancer factor 2C
http://www.wikidata.org/entity/Q18029008,MEF2C,ENSG00000081189,http://www.wikidata.org/entity/Q21138410,Myocyte-specific enhancer factor 2C
http://www.wikidata.org/entity/Q18029008,MEF2C,ENSG00000081189,http://www.wikidata.org/entity/Q21141397,"MADS box transcription enhancer factor 2, polypeptide C (Myocyte enhancer factor 2C), isoform CRA_e"
http://www.wikidata.org/entity/Q18029008,MEF2C,ENSG00000081189,http://www.wikidata.org/entity/Q21149289,"MADS box transcription enhancer factor 2, polypeptide C (Myocyte enhancer factor 2C), isoform CRA_a"
http://www.wikidata.org/entity/Q18029800,MYO9A,ENSG00000066933,http://www.wikidata.org/entity/Q21121700,Myosin IXA
http://www.wikidata.org/entity/Q18029800,MYO9A,ENSG00000066933,http://www.wikidata.org/entity/Q21137618,Unconventional myosin-IXa
http://www.wikidata.org/entity/Q18029864,CEACAM6,ENSG00000086548,http://www.wikidata.org/entity/Q21155687,CEA cell adhesion molecule 6
http://www.wikidata.org/entity/Q18030085,NFE2L1,ENSG00000082641,http://www.wikidata.org/entity/Q21119958,"Nuclear factor, erythroid 2 like 1"
http://www.wikidata.org/entity/Q18030085,NFE2L1,ENSG00000082641,http://www.wikidata.org/entity/Q21138470,Nuclear factor erythroid 2-related factor 1
http://www.wikidata.org/entity/Q18030216,NRCAM,ENSG00000091129,http://www.wikidata.org/entity/Q21137141,Neuronal cell adhesion molecule
http://www.wikidata.org/entity/Q18030248,OAS1,ENSG00000089127,http://www.wikidata.org/entity/Q21096374,2'-5'-oligoadenylate synthetase 1
http://www.wikidata.org/entity/Q18030293,ORC1,ENSG00000085840,http://www.wikidata.org/entity/Q21114343,Origin recognition complex subunit 1
http://www.wikidata.org/entity/Q18030310,OVGP1,ENSG00000085465,http://www.wikidata.org/entity/Q21122441,Oviductal glycoprotein 1
http://www.wikidata.org/entity/Q18030432,PDK3,ENSG00000067992,http://www.wikidata.org/entity/Q21123215,Pyruvate dehydrogenase kinase 3
http://www.wikidata.org/entity/Q18030723,PPP2R3A,ENSG00000073711,http://www.wikidata.org/entity/Q21118923,Protein phosphatase 2 regulatory subunit B''alpha
http://www.wikidata.org/entity/Q18030927,PTPN3,ENSG00000070159,http://www.wikidata.org/entity/Q21105040,Protein tyrosine phosphatase non-receptor type 3
http://www.wikidata.org/entity/Q18031287,RPS6KA2,ENSG00000071242,http://www.wikidata.org/entity/Q21100469,Ribosomal protein S6 kinase A2
http://www.wikidata.org/entity/Q18031435,SEL1L,ENSG00000071537,http://www.wikidata.org/entity/Q21122058,SEL1L adaptor subunit of ERAD E3 ubiquitin ligase
http://www.wikidata.org/entity/Q18031551,SLC9A1,ENSG00000090020,http://www.wikidata.org/entity/Q21123415,Solute carrier family 9 member A1
http://www.wikidata.org/entity/Q18031551,SLC9A1,ENSG00000090020,http://www.wikidata.org/entity/Q21138805,Sodium/hydrogen exchanger 1
http://www.wikidata.org/entity/Q18031601,SMARCD3,ENSG00000082014,http://www.wikidata.org/entity/Q21123428,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3"
http://www.wikidata.org/entity/Q18031602,SMARCE1,ENSG00000073584,http://www.wikidata.org/entity/Q21137380,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1, isoform CRA_a"
http://www.wikidata.org/entity/Q18031602,SMARCE1,ENSG00000073584,http://www.wikidata.org/entity/Q21171861,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"
http://www.wikidata.org/entity/Q18031777,STXBP2,ENSG00000076944,http://www.wikidata.org/entity/Q21123912,Syntaxin binding protein 2
http://www.wikidata.org/entity/Q18031777,STXBP2,ENSG00000076944,http://www.wikidata.org/entity/Q21139244,Syntaxin-binding protein 2
http://www.wikidata.org/entity/Q18032074,TPD52,ENSG00000076554,http://www.wikidata.org/entity/Q21174960,Tumor protein D52
http://www.wikidata.org/entity/Q18032290,UNG,ENSG00000076248,http://www.wikidata.org/entity/Q7899544,Uracil DNA glycosylase
http://www.wikidata.org/entity/Q18032419,ZFY,ENSG00000067646,http://www.wikidata.org/entity/Q21136825,Zinc finger protein Y-linked
http://www.wikidata.org/entity/Q18032419,ZFY,ENSG00000067646,http://www.wikidata.org/entity/Q21147201,Zinc finger Y-chromosomal protein
http://www.wikidata.org/entity/Q18032771,CLTCL1,ENSG00000070371,http://www.wikidata.org/entity/Q21109801,Clathrin heavy chain like 1
http://www.wikidata.org/entity/Q18032930,RAD54L,ENSG00000085999,http://www.wikidata.org/entity/Q5205769,RAD54 like
http://www.wikidata.org/entity/Q18032930,RAD54L,ENSG00000085999,http://www.wikidata.org/entity/Q21141713,DNA repair and recombination protein RAD54-like
http://www.wikidata.org/entity/Q18033049,KCNAB2,ENSG00000069424,http://www.wikidata.org/entity/Q21113517,Potassium voltage-gated channel subfamily A regulatory beta subunit 2
http://www.wikidata.org/entity/Q18033049,KCNAB2,ENSG00000069424,http://www.wikidata.org/entity/Q21136988,"Potassium voltage-gated channel, shaker-related subfamily, beta member 2, isoform CRA_a"
http://www.wikidata.org/entity/Q18033049,KCNAB2,ENSG00000069424,http://www.wikidata.org/entity/Q21150638,Voltage-gated potassium channel subunit beta-2
http://www.wikidata.org/entity/Q18033074,CST7,ENSG00000077984,http://www.wikidata.org/entity/Q21105609,Cystatin F
http://www.wikidata.org/entity/Q18033098,MAPKAPK5,ENSG00000089022,http://www.wikidata.org/entity/Q21133150,MAPK activated protein kinase 5
http://www.wikidata.org/entity/Q18033104,CDC14A,ENSG00000079335,http://www.wikidata.org/entity/Q21117030,Cell division cycle 14A
http://www.wikidata.org/entity/Q18033104,CDC14A,ENSG00000079335,http://www.wikidata.org/entity/Q21150801,Dual-specificity protein phosphatase CDC14A
http://www.wikidata.org/entity/Q18033160,CDK13,ENSG00000065883,http://www.wikidata.org/entity/Q21132570,Cyclin dependent kinase 13
http://www.wikidata.org/entity/Q18033508,EIF2B3,ENSG00000070785,http://www.wikidata.org/entity/Q21108564,Eukaryotic translation initiation factor 2B subunit gamma
http://www.wikidata.org/entity/Q18033512,CPNE3,ENSG00000085719,http://www.wikidata.org/entity/Q21115687,Copine 3
http://www.wikidata.org/entity/Q18033512,CPNE3,ENSG00000085719,http://www.wikidata.org/entity/Q21141475,Copine-3
http://www.wikidata.org/entity/Q18033522,AP1M1,ENSG00000072958,http://www.wikidata.org/entity/Q21112561,Adaptor related protein complex 1 subunit mu 1
http://www.wikidata.org/entity/Q18033522,AP1M1,ENSG00000072958,http://www.wikidata.org/entity/Q21139519,AP-1 complex subunit mu-1
http://www.wikidata.org/entity/Q18033552,AP3D1,ENSG00000065000,http://www.wikidata.org/entity/Q21106369,Adaptor related protein complex 3 subunit delta 1
http://www.wikidata.org/entity/Q18033552,AP3D1,ENSG00000065000,http://www.wikidata.org/entity/Q21147928,AP-3 complex subunit delta-1
http://www.wikidata.org/entity/Q18033582,P4HA2,ENSG00000072682,http://www.wikidata.org/entity/Q21119666,Prolyl 4-hydroxylase subunit alpha 2
http://www.wikidata.org/entity/Q18033862,CBFA2T2,ENSG00000078699,http://www.wikidata.org/entity/Q21119419,CBFA2/RUNX1 partner transcriptional co-repressor 2
http://www.wikidata.org/entity/Q18033895,ZW10,ENSG00000086827,http://www.wikidata.org/entity/Q21125070,Zw10 kinetochore protein
http://www.wikidata.org/entity/Q18034196,MAP4K4,ENSG00000071054,http://www.wikidata.org/entity/Q21149700,Mitogen-activated protein kinase kinase kinase kinase 4
http://www.wikidata.org/entity/Q18034196,MAP4K4,ENSG00000071054,http://www.wikidata.org/entity/Q21173466,Mitogen-activated protein kinase kinase kinase kinase 4
http://www.wikidata.org/entity/Q18034634,LAPTM4A,ENSG00000068697,http://www.wikidata.org/entity/Q21119277,Lysosomal protein transmembrane 4 alpha
http://www.wikidata.org/entity/Q18034700,KEAP1,ENSG00000079999,http://www.wikidata.org/entity/Q21139515,Kelch-like ECH-associated protein 1
http://www.wikidata.org/entity/Q18034700,KEAP1,ENSG00000079999,http://www.wikidata.org/entity/Q21173646,Kelch like ECH associated protein 1
http://www.wikidata.org/entity/Q18034993,ABCC9,ENSG00000069431,http://www.wikidata.org/entity/Q21111140,ATP binding cassette subfamily C member 9
http://www.wikidata.org/entity/Q18034993,ABCC9,ENSG00000069431,http://www.wikidata.org/entity/Q21137270,ABCC9 protein
http://www.wikidata.org/entity/Q18034993,ABCC9,ENSG00000069431,http://www.wikidata.org/entity/Q21138267,ATP-binding cassette sub-family C member 9
http://www.wikidata.org/entity/Q18035148,RASGRP2,ENSG00000068831,http://www.wikidata.org/entity/Q21110959,RAS guanyl releasing protein 2
http://www.wikidata.org/entity/Q18035148,RASGRP2,ENSG00000068831,http://www.wikidata.org/entity/Q21138842,RAS guanyl-releasing protein 2
http://www.wikidata.org/entity/Q18035488,ARFGEF1,ENSG00000066777,http://www.wikidata.org/entity/Q21115544,ADP ribosylation factor guanine nucleotide exchange factor 1
http://www.wikidata.org/entity/Q18035488,ARFGEF1,ENSG00000066777,http://www.wikidata.org/entity/Q21141779,Brefeldin A-inhibited guanine nucleotide-exchange protein 1
http://www.wikidata.org/entity/Q18035526,ST6GALNAC2,ENSG00000070731,http://www.wikidata.org/entity/Q21136068,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2"
http://www.wikidata.org/entity/Q18035998,FERMT2,ENSG00000073712,http://www.wikidata.org/entity/Q21130906,Fermitin family member 2
http://www.wikidata.org/entity/Q18036269,RASSF1,ENSG00000068028,http://www.wikidata.org/entity/Q21112140,Ras association domain family member 1
http://www.wikidata.org/entity/Q18036526,DLGAP4,ENSG00000080845,http://www.wikidata.org/entity/Q21108275,DLG associated protein 4
http://www.wikidata.org/entity/Q18036629,EFR3B,ENSG00000084710,http://www.wikidata.org/entity/Q21102758,EFR3 homolog B
http://www.wikidata.org/entity/Q18036653,RAB21,ENSG00000080371,http://www.wikidata.org/entity/Q21102680,"RAB21, member RAS oncogene family"
http://www.wikidata.org/entity/Q18036655,SPEN,ENSG00000065526,http://www.wikidata.org/entity/Q21122982,Spen family transcriptional repressor
http://www.wikidata.org/entity/Q18036655,SPEN,ENSG00000065526,http://www.wikidata.org/entity/Q21140370,Msx2-interacting protein
http://www.wikidata.org/entity/Q18036863,MAST2,ENSG00000086015,http://www.wikidata.org/entity/Q21114069,Microtubule associated serine/threonine kinase 2
http://www.wikidata.org/entity/Q18036946,CIC,ENSG00000079432,http://www.wikidata.org/entity/Q21130868,Capicua transcriptional repressor
http://www.wikidata.org/entity/Q18037163,KCNH4,ENSG00000089558,http://www.wikidata.org/entity/Q21119856,Potassium voltage-gated channel subfamily H member 4
http://www.wikidata.org/entity/Q18037211,TGDS,ENSG00000088451,http://www.wikidata.org/entity/Q21136242,"TDP-glucose 4,6-dehydratase"
http://www.wikidata.org/entity/Q18037497,MKRN2,ENSG00000075975,http://www.wikidata.org/entity/Q21105586,Makorin ring finger protein 2
http://www.wikidata.org/entity/Q18038027,CFAP61,ENSG00000089101,http://www.wikidata.org/entity/Q21132178,Cilia and flagella associated protein 61
http://www.wikidata.org/entity/Q18038027,CFAP61,ENSG00000089101,http://www.wikidata.org/entity/Q21145570,Cilia- and flagella-associated protein 61
http://www.wikidata.org/entity/Q18038542,FETUB,ENSG00000090512,http://www.wikidata.org/entity/Q5445999,Fetuin B
http://www.wikidata.org/entity/Q18039727,TRHDE,ENSG00000072657,http://www.wikidata.org/entity/Q20180797,Thyrotropin releasing hormone degrading enzyme
http://www.wikidata.org/entity/Q18039755,PILRA,ENSG00000085514,http://www.wikidata.org/entity/Q21113335,Paired immunoglobin like type 2 receptor alpha
http://www.wikidata.org/entity/Q18039846,RDH8,ENSG00000080511,http://www.wikidata.org/entity/Q21173937,Retinol dehydrogenase 8
http://www.wikidata.org/entity/Q18040459,UBE2D4,ENSG00000078967,http://www.wikidata.org/entity/Q21131939,Ubiquitin conjugating enzyme E2 D4 (putative)
http://www.wikidata.org/entity/Q18040478,MRPS33,ENSG00000090263,http://www.wikidata.org/entity/Q21135052,Mitochondrial ribosomal protein S33
